sample_id,price
247763,32.9
298054,13.7
275947,14.7
33858,13.8
189285,36.2
62318,33.1
93113,8.18
155548,20.6
220244,22.0
22363,19.8
295868,18.7
212510,26.7
232238,29.6
269310,14.7
134611,25.6
154663,27.6
248314,12.0
59089,22.1
37902,13.7
247147,18.5
80803,22.5
121057,23.7
30163,16.5
154861,22.2
41265,33.7
160502,38.8
290401,18.3
62782,27.5
151651,16.1
226249,31.6
48224,14.3
146944,67.3
3438,23.6
161259,46.0
47173,22.5
25800,21.4
50001,23.3
290756,9.51
181986,20.5
10843,24.0
190551,8.49
85154,13.5
134653,21.7
229643,15.2
95464,7.21
54059,30.4
115479,17.9
97906,19.2
127371,14.1
24362,17.6
118312,19.5
22583,29.9
19732,49.7
212955,15.9
21886,25.3
224325,25.5
203894,14.9
191752,12.2
286196,17.6
248824,28.2
43717,24.7
262589,18.8
140499,17.4
242880,35.7
201240,22.8
89117,14.5
298713,16.4
271738,13.0
38576,15.8
950,23.3
79433,27.7
66341,10.7
55422,22.0
182312,30.9
866,32.9
162209,9.29
287083,35.5
265459,16.4
296124,38.8
15509,14.9
112466,48.4
101382,27.7
282568,13.2
92557,17.6
283523,24.2
168873,25.8
223932,14.4
199772,11.5
33589,25.4
235524,16.9
100593,31.1
295833,27.2
194828,15.6
173679,14.6
84443,24.9
19827,35.6
159217,16.1
200101,12.0
40815,26.1
106079,26.6
287913,16.4
286246,12.4
230574,14.9
73645,29.7
56580,30.7
185057,17.0
110193,25.7
265456,12.0
272119,19.4
73684,24.3
84917,16.5
254051,14.0
213640,11.1
5941,12.1
192025,27.7
295491,18.6
14394,19.2
219359,36.3
292038,12.9
236046,14.3
219569,21.5
251251,20.3
193520,12.9
153393,13.5
112673,9.09
66961,27.9
59610,14.3
187539,13.6
196138,57.2
27796,41.7
192821,18.2
217441,18.8
106554,30.5
203432,16.7
73634,30.2
53665,20.9
226789,23.2
46549,26.4
234314,43.7
112654,13.2
239127,11.9
93245,28.0
207744,17.7
17530,8.16
221997,30.4
45669,13.7
166053,22.0
270552,20.8
183394,19.7
7286,37.9
111584,29.9
168394,15.4
294463,13.5
18251,53.5
203229,16.8
2599,48.9
154170,22.2
213714,22.2
11554,17.7
262927,23.6
156465,18.8
53995,32.9
129260,14.2
281072,20.7
29191,17.7
246389,23.6
102936,13.4
63126,40.5
21235,13.9
176587,19.6
111728,21.4
140389,10.9
224260,13.4
95308,28.6
149658,30.3
97804,12.0
174598,22.5
19672,55.7
216342,11.0
281952,23.1
53666,25.5
258593,15.0
33650,14.2
43438,14.2
148107,23.1
98687,21.2
213206,12.5
245479,26.2
236509,16.1
251785,18.0
20793,47.5
64682,31.0
150402,26.2
131447,13.4
47344,28.5
56390,28.7
28935,28.5
276468,14.1
129644,30.7
129059,26.4
161246,27.5
147844,58.2
143756,39.6
103131,13.8
286238,27.3
8708,16.4
241039,14.4
89737,25.3
147371,54.4
68808,20.2
89225,19.5
184365,32.6
109431,24.4
77529,36.4
252679,34.0
74699,13.9
225191,33.5
47314,15.7
190037,32.7
283484,17.6
4624,26.7
37365,15.4
150520,22.3
160793,16.1
288758,12.3
70721,15.8
153130,16.6
253230,15.5
11371,28.5
134200,17.7
46636,18.9
255775,22.3
134099,21.2
132998,12.0
245102,16.6
106588,25.4
40475,16.6
35737,9.23
75488,16.9
243789,46.9
93502,36.9
233628,24.1
86958,24.4
98928,13.4
215242,18.8
264446,25.0
199345,22.8
153369,15.3
242403,23.5
195633,38.5
253943,17.5
210835,23.3
203602,26.4
24911,39.3
82198,20.0
222247,30.0
192793,42.2
104529,16.5
31090,23.1
11109,13.7
125529,14.5
120658,17.8
235470,31.0
216872,31.1
1366,58.7
133729,22.2
139689,17.4
279258,15.0
97282,17.5
288383,17.5
116389,16.5
173568,29.7
262785,17.1
92633,26.8
219247,17.6
254679,18.0
68759,20.5
114484,21.6
77864,22.7
264420,18.1
68473,39.4
284648,13.3
33357,8.37
103968,23.4
49470,26.9
28890,22.1
200182,15.6
104436,27.1
88704,12.9
49343,23.8
146051,44.6
75411,22.5
81149,19.1
290573,41.2
151498,31.2
291639,18.8
56972,17.4
70534,27.9
182536,13.0
254227,16.0
133565,29.8
86422,10.4
198654,19.6
224439,12.5
122263,14.2
246957,33.7
228792,21.5
151419,22.2
180019,27.6
269000,35.4
126116,18.9
72182,24.1
50911,24.6
22336,22.3
85561,13.6
248192,22.7
93970,20.7
213816,25.7
16889,24.3
15442,36.2
203089,22.5
279417,21.7
193127,20.6
198525,32.5
219538,24.5
90945,35.9
254383,18.5
115404,23.7
96786,11.8
259493,19.6
173435,28.1
73281,13.3
199003,25.1
238125,20.8
230530,31.4
27633,8.83
92118,11.7
212816,28.9
89159,9.04
131701,14.8
34332,19.5
78208,22.5
130144,31.1
181900,14.4
147260,64.2
21298,21.7
78630,12.7
145463,32.7
181331,8.86
68026,27.9
107328,18.3
12930,25.4
255057,18.1
273075,20.3
41615,18.2
87308,40.0
5700,14.7
171022,23.1
95699,16.5
7807,15.7
14094,16.3
220034,36.7
188365,18.6
294134,11.1
289489,19.2
29363,17.8
142340,43.8
159952,9.96
239851,23.3
86371,26.9
181699,9.06
95608,28.0
167151,20.3
203800,21.3
260961,9.19
561,25.4
219613,18.3
298494,13.5
118689,27.9
270488,24.5
153189,9.67
258769,19.6
135071,20.8
269187,7.65
66891,20.4
237849,13.3
213497,37.0
96083,16.1
209195,23.4
258460,17.3
102916,26.0
11926,18.2
84021,13.2
160011,19.3
192787,25.3
186032,30.8
269038,22.9
210521,29.0
259077,12.0
245588,31.1
61349,29.7
2440,63.7
93741,12.1
126159,18.2
108584,17.4
138883,28.8
100547,14.8
114363,27.6
19186,45.7
58644,28.9
143305,15.6
248939,39.2
155123,14.9
260415,11.4
58579,17.4
261276,13.1
178859,15.0
157472,25.8
6061,24.1
212250,35.8
242470,28.3
284155,10.5
159980,14.9
187478,23.4
275879,14.0
206880,18.3
99207,31.6
271559,26.6
206246,23.4
250007,44.9
116474,21.2
96162,19.2
203860,30.0
20598,29.5
187229,11.9
71704,12.8
190838,17.1
235135,21.8
235858,22.6
199593,15.9
145032,66.5
181022,13.8
59796,13.6
177029,33.4
261606,20.2
193771,37.7
294082,12.7
190929,34.8
89431,22.3
235156,33.5
225340,17.5
129273,16.2
172668,17.2
109500,26.9
186350,17.1
68038,22.6
31763,24.0
41720,18.1
206618,14.7
172690,26.3
292208,17.9
273819,21.2
243462,11.4
222467,42.4
195771,53.9
280455,22.3
42717,18.1
108167,31.9
149325,51.4
23108,14.1
213975,22.5
211807,25.8
216954,12.5
280860,20.8
156949,59.0
86615,12.7
269871,15.3
145774,64.8
123375,28.0
234458,14.8
93601,15.0
82740,23.2
585,18.2
153138,26.5
268890,7.67
12259,25.8
263044,38.1
124328,7.84
69112,33.9
21188,23.0
246496,13.6
196498,49.1
224332,8.59
96918,12.7
295943,9.08
40707,21.5
65413,14.8
282995,46.1
133095,33.0
162703,28.5
181635,12.4
263120,21.8
3844,36.8
115790,41.9
113251,26.5
71533,20.2
148489,15.5
88065,19.8
165586,29.4
49484,11.6
294861,14.9
151927,21.7
96260,23.7
224569,16.1
93633,17.0
161841,25.7
4587,10.1
64108,35.0
285222,21.9
152321,34.3
72587,26.0
76131,15.3
241293,26.1
23244,22.6
35269,9.61
121417,30.1
33621,7.96
200873,32.8
47677,34.1
130261,29.7
218381,33.3
173929,21.8
149574,29.2
168096,17.5
118282,21.2
87015,12.0
14230,28.4
82975,29.4
42344,14.2
242296,22.8
111057,27.6
136594,7.56
253070,10.7
96763,19.0
33204,27.8
270874,39.6
256601,17.7
208413,27.2
298683,20.4
150326,20.9
220519,20.9
9857,17.8
290547,14.3
67868,23.3
211946,29.5
54814,30.2
225051,13.1
160216,19.0
281718,17.3
91925,19.5
170581,13.5
145478,58.4
271849,16.9
13784,59.2
179242,30.1
146924,59.0
160154,11.5
206004,35.6
137077,20.9
232088,11.3
138573,19.9
72899,28.8
69429,39.2
68563,15.4
238751,8.44
161463,30.0
104111,10.8
241769,41.9
172917,23.7
238606,9.15
124573,30.8
2595,52.3
77740,17.1
142206,52.6
220175,22.7
37564,18.3
98411,16.3
48457,20.5
101213,18.7
177251,25.8
290059,18.2
269407,10.8
131995,13.8
67627,25.7
257663,20.8
66787,18.9
207505,48.3
98495,16.0
192061,59.7
53926,30.7
81707,15.8
249939,13.5
15944,14.6
165256,17.4
51295,27.9
68267,21.3
91451,23.8
2643,38.7
172860,22.8
52304,22.2
37360,26.8
131094,43.5
225345,18.4
273492,11.3
132873,36.7
122581,16.6
8477,30.0
291815,29.2
9906,22.3
235965,23.7
150813,18.1
137502,19.8
37884,18.2
32935,13.0
16356,41.3
160397,27.5
246582,29.2
251047,28.6
238229,21.1
268140,24.2
285647,15.9
205476,24.1
72760,51.2
123497,24.3
135883,17.4
294868,18.2
182893,25.3
34256,22.0
40245,14.0
163481,23.1
122295,33.6
103549,18.0
41805,21.7
176189,18.0
247981,21.1
273162,16.1
218014,23.3
173287,33.1
228521,18.7
4085,44.9
250264,12.6
243175,22.8
111173,11.4
28397,11.5
245278,22.0
225737,39.4
62994,24.4
242806,21.4
49803,13.0
61129,17.5
228049,19.7
249685,17.5
45483,17.4
131429,34.5
111526,26.2
80331,14.5
247751,21.1
125678,25.0
17653,27.2
247554,15.2
275883,20.8
206589,14.9
251032,23.3
259755,25.5
84440,33.9
159961,25.8
112877,38.6
253382,37.2
250983,33.2
282664,20.6
97341,42.7
36515,15.0
83147,18.9
192661,22.0
152197,58.0
72332,24.1
118545,40.0
262703,16.8
198416,27.4
71620,18.6
244418,22.4
224198,38.2
99432,19.4
186420,21.1
289158,20.0
299075,9.79
262174,22.5
233857,63.7
240224,27.4
6756,27.2
150633,12.3
272890,18.1
67600,28.8
35062,18.9
288668,18.4
279969,20.1
138058,27.3
110543,25.2
134521,17.5
188758,24.6
34525,17.3
81272,17.3
80680,24.2
144552,11.4
7534,20.7
93379,25.3
114906,20.4
282486,10.1
154308,29.7
108083,14.3
131798,26.0
199061,33.9
185391,24.4
237552,24.1
269109,11.0
64217,25.0
17615,15.0
108257,29.8
218391,28.7
108677,19.7
189533,20.0
51148,38.2
81843,11.4
52612,31.9
180601,34.6
291151,22.1
147446,39.6
299342,20.5
45505,14.3
253050,16.4
54180,22.5
98146,21.7
33091,23.0
12835,23.6
276059,19.6
72065,42.9
71828,23.9
294942,9.68
149166,26.0
198178,17.9
165351,18.4
20252,57.7
237631,22.2
71004,17.8
280509,18.0
289924,18.1
54746,13.9
176590,30.8
38846,21.9
194370,21.7
177458,33.8
66525,21.8
67988,31.3
32466,10.9
38063,28.9
53939,27.9
30198,18.2
232255,19.7
108071,21.7
191326,31.5
297511,10.5
113972,41.1
296502,17.9
32107,22.1
164098,14.9
192778,12.8
30013,13.3
197109,21.2
191931,10.1
199065,24.3
235818,10.8
204768,34.9
219877,41.5
127940,24.0
204244,30.6
150236,29.5
192756,20.3
126326,17.0
51976,27.8
90862,18.3
209828,26.4
265703,27.8
292515,22.2
213828,22.0
278903,22.6
58531,27.9
13995,12.9
208619,15.6
22631,13.7
57620,23.3
24744,23.0
293147,13.2
142405,43.9
241784,31.9
134121,19.5
153927,21.3
74538,26.7
171555,26.7
276092,11.6
18849,54.1
177283,29.6
118811,15.4
143713,36.2
123583,20.7
70883,16.7
159299,17.2
100,19.5
40128,17.6
185633,19.3
92987,17.5
54133,32.3
181961,17.1
115533,25.4
31238,21.5
293072,19.3
296357,22.7
290944,24.3
232184,15.6
95223,36.2
6067,25.8
102264,33.8
90041,14.6
90616,14.7
62663,20.1
48305,11.2
220246,15.4
112759,13.3
162741,34.3
212595,42.1
281378,20.0
294187,13.0
24375,10.4
217378,22.6
236052,28.2
22340,19.0
38836,15.2
111996,26.4
296349,12.3
78659,20.5
166750,11.9
181280,12.7
77402,18.8
84240,23.9
88957,19.5
6917,20.9
17551,14.8
197490,21.5
225904,14.4
42862,16.9
101377,58.0
54696,14.2
96298,20.8
174007,29.1
125763,30.8
178461,15.9
135641,43.1
61107,9.68
268057,17.7
138586,16.6
226417,31.7
66135,25.3
132622,31.0
147831,72.1
146885,43.8
36446,51.9
59507,20.0
291266,23.6
59032,19.6
212230,24.1
28134,18.3
109823,24.0
278006,20.4
70225,22.0
179951,24.7
204742,18.7
31700,12.4
263696,23.8
107748,22.1
54177,42.5
103713,24.6
252849,19.7
12584,27.9
208075,23.3
2908,11.8
265635,10.8
232851,50.4
47534,27.3
116116,42.8
295695,18.1
231017,23.7
168527,19.1
150335,35.5
169818,17.3
129882,13.7
64693,48.4
201247,35.3
206710,19.9
35852,24.4
66557,27.1
270879,37.1
98390,21.7
134361,19.3
221624,38.3
270028,11.5
265893,7.78
220059,39.9
32841,23.9
128188,19.5
193657,14.7
55555,16.6
159073,26.1
247278,9.25
210903,21.1
196686,23.6
193876,19.2
108395,31.2
277014,20.4
268519,14.7
224617,29.5
298159,29.3
25635,21.8
109882,35.5
270257,40.2
126196,38.7
18378,15.7
295107,15.5
218450,24.8
149391,31.4
267166,17.7
54508,33.7
168959,14.6
119411,35.3
80409,19.8
91737,15.9
188998,14.6
103642,23.7
233233,15.0
63970,22.3
93980,35.1
143005,35.9
2109,64.4
277665,15.0
256184,12.7
285066,20.9
156971,44.8
261957,11.7
168263,26.9
99515,47.9
126749,14.1
227782,21.6
166618,29.7
39951,12.4
257848,15.7
108150,19.8
200530,21.6
297760,13.9
62432,17.3
256205,27.8
170972,13.5
281533,12.5
273034,13.6
134965,27.8
287158,32.0
129771,13.0
125804,19.3
260441,18.3
103079,14.7
104291,25.7
92654,11.5
63907,30.2
141737,26.8
91965,21.8
186422,12.1
208110,16.5
150732,18.4
177490,11.5
25248,25.7
105702,18.7
125023,11.2
238925,12.5
25272,22.7
114246,22.5
221673,30.3
126294,24.1
81752,15.7
142107,58.3
53451,26.3
66905,26.3
3427,15.2
76962,24.2
288495,17.4
30669,23.5
120053,14.8
99805,20.3
110607,27.2
105933,24.0
10890,26.1
203610,26.9
59194,28.3
252812,21.2
204655,21.3
83686,14.1
97682,49.8
297431,17.2
243788,30.5
229366,19.6
142987,48.3
169795,14.2
186398,13.1
49005,24.5
230152,21.3
220700,14.4
187447,18.6
171027,18.8
268837,21.2
260436,9.93
78469,21.3
187518,13.1
94427,13.9
7978,11.1
238128,12.0
176944,16.3
261059,22.3
143866,53.7
141597,25.1
113784,30.5
162718,12.4
15235,28.4
168739,25.2
29198,31.7
172392,18.5
140857,16.3
232539,31.6
200770,24.9
95206,26.2
21225,25.3
165923,27.7
286031,25.0
123402,16.7
141345,21.0
185235,38.0
149059,56.7
126256,18.2
55783,15.2
10149,44.9
23157,11.8
62986,56.5
83341,13.0
211693,14.5
270827,30.7
92432,23.7
222635,32.6
1697,55.1
31580,14.2
258898,18.7
21527,14.8
50846,43.0
156214,23.3
76180,11.4
78263,17.8
121612,37.5
207258,21.4
130277,23.4
14924,18.4
10881,23.7
235096,25.7
292225,19.3
95527,52.9
14258,27.0
108941,43.9
235808,26.3
225930,32.7
177018,13.9
159079,17.5
178963,28.1
51085,18.0
212100,19.0
160711,15.1
75286,36.8
286053,13.3
152792,11.0
70066,13.5
159387,12.1
10572,19.2
220281,19.9
106708,25.8
203718,34.8
185346,11.4
219491,30.6
281638,13.9
79927,23.9
213410,39.6
112120,26.2
48286,22.7
148933,12.5
66895,32.6
182996,16.3
14150,44.3
11061,11.6
273229,10.5
211317,26.8
231288,32.6
77503,15.6
273639,13.8
150509,33.9
77546,26.6
18828,35.2
191665,19.3
91317,20.6
279237,16.4
8579,12.3
58640,31.9
201927,29.2
208477,33.1
246076,38.0
8845,8.59
261725,14.5
142778,50.7
218490,29.7
233234,23.1
245731,37.7
44727,9.32
80256,24.0
32469,13.1
102725,19.0
105769,38.5
31581,10.5
189690,17.7
42953,20.2
273979,12.9
183110,21.6
262975,20.1
135559,12.2
144351,68.9
156961,93.5
78202,25.1
5839,18.4
98816,28.8
167014,19.1
19528,56.4
188562,17.9
163994,14.0
205167,18.1
159055,16.4
24339,14.9
246105,28.9
259530,30.2
240687,23.3
114356,30.1
46411,14.7
259424,22.4
55130,24.8
270067,10.3
42354,18.0
55257,20.0
268795,29.0
203007,22.7
82346,14.7
171973,15.2
253670,23.1
91929,23.2
107945,23.0
88463,14.2
249589,22.2
144291,42.3
193784,26.0
241171,27.7
10026,12.6
116696,20.2
160409,27.2
122791,22.0
18520,17.1
13879,17.5
108740,32.8
135218,8.33
52274,19.2
229017,14.7
93398,12.9
203053,15.1
193750,19.3
252485,10.8
66717,15.0
96895,13.2
106272,10.0
232218,9.64
19384,61.5
116893,29.8
94264,36.2
117901,29.1
478,21.9
124898,38.3
138891,21.1
218022,13.3
295673,21.2
41419,14.2
111707,28.7
164308,27.6
102693,11.7
141165,19.1
129284,15.4
227998,23.3
127882,27.1
3329,32.1
144976,69.6
38810,11.7
107415,27.1
42496,22.2
250788,23.4
209778,26.4
209136,27.3
81425,20.3
96085,27.6
167970,16.7
78824,17.4
158275,17.6
251270,21.5
107409,30.8
180559,11.0
199297,8.95
71013,37.4
104377,20.3
299076,9.63
52017,28.9
185939,17.9
24224,23.1
45119,31.4
88307,34.2
12908,16.0
102792,34.5
232971,50.1
119791,30.1
67478,11.4
233932,23.9
205940,18.6
34137,16.1
91420,20.7
230500,20.2
99710,39.4
235133,34.7
277213,35.5
19400,49.1
237456,11.5
121658,27.4
277650,16.8
72039,39.2
71798,33.8
182421,23.4
115809,28.4
181534,32.4
278074,19.5
221153,30.3
34217,17.2
76530,25.3
99918,13.0
195304,56.5
121675,28.7
6391,21.5
74840,18.9
144601,13.2
39779,14.1
110498,14.7
58544,22.5
245826,25.9
32038,25.9
290287,15.7
138206,13.1
254594,38.5
88596,16.4
30663,18.6
26006,24.5
145548,46.6
148101,31.1
141848,15.4
6906,17.0
279520,15.1
192534,26.8
11945,9.84
259340,28.9
61497,21.4
220790,18.9
277751,23.2
229576,27.3
116966,22.7
204069,22.4
126551,28.0
295654,13.1
270357,14.7
18148,49.3
232214,9.57
162939,31.5
12546,23.3
251774,16.7
11133,20.4
84116,28.7
246757,25.1
122786,21.5
115689,20.1
49148,24.4
274677,7.74
102435,16.1
273393,25.4
263331,19.6
195072,13.2
142437,42.7
293080,21.5
163937,20.8
111016,44.3
171733,12.9
1756,59.2
77414,21.1
173275,21.3
205642,25.1
52045,19.4
155623,25.3
91604,14.0
8252,19.6
28345,18.5
203742,21.0
293998,12.3
140772,17.5
142390,57.9
280907,36.1
145442,18.9
62879,31.3
90372,13.2
36505,21.7
18625,14.3
202358,17.4
108642,28.3
291391,17.1
183424,28.4
266503,16.7
141135,13.1
185316,17.0
207405,13.2
119435,23.7
77520,11.6
288397,18.9
246351,25.3
207538,33.4
21280,33.0
93999,23.8
250001,30.8
2574,58.3
259032,22.0
60773,23.8
66704,22.0
100337,11.8
29923,14.1
37393,13.4
228449,15.8
35480,42.6
85156,14.1
207757,24.2
230304,24.9
244204,38.5
285882,12.6
260548,27.5
286264,18.6
77844,19.8
40401,7.15
168487,17.1
15528,36.4
48602,15.1
89330,30.6
4253,26.3
213784,42.1
289599,17.5
126466,25.5
246566,19.5
206510,23.2
33044,15.7
97658,26.5
136494,17.9
108725,17.1
33210,18.6
114556,22.3
14022,14.9
158290,15.2
108276,32.1
212604,30.0
153881,16.9
39523,26.9
101103,14.1
148740,63.6
288474,29.0
131804,24.3
210826,21.7
273838,20.1
257052,11.0
178150,16.5
123792,16.6
284610,22.6
193682,24.0
149079,24.4
2371,55.5
163451,18.4
203425,16.3
292779,13.5
284785,19.6
236665,41.7
127883,16.5
96069,17.3
49916,26.8
251923,12.3
270851,18.7
98612,7.77
18020,37.3
162210,11.6
275984,20.8
124489,16.3
124677,25.8
203442,21.1
194657,13.8
293709,17.1
246040,28.1
274872,20.8
135539,13.0
153064,17.1
91856,20.3
198319,24.1
93973,20.2
29983,11.6
260808,20.8
190142,19.6
22826,17.0
53138,23.3
256530,14.1
107397,28.7
68306,36.8
248745,22.5
24589,35.0
183503,26.2
264658,31.6
73369,22.7
244074,19.6
117186,33.5
47478,12.2
179839,55.6
188053,30.8
247206,29.7
43765,14.9
278895,38.1
130185,40.4
267839,26.9
3623,19.8
175954,20.3
115079,41.3
118883,27.5
238712,16.7
63586,19.8
211835,20.1
97336,21.9
185621,20.2
97058,10.9
157656,14.6
157002,67.1
267838,14.5
194177,17.5
113708,23.6
148282,38.9
34321,23.5
96243,13.6
59654,39.1
222004,15.5
127064,24.5
289706,15.7
18006,65.9
257516,15.3
81683,6.91
258893,24.3
66471,24.5
140803,34.8
14277,9.32
44684,13.8
180021,15.0
258645,8.69
49587,9.7
289863,15.0
159364,16.5
51612,26.1
205411,21.9
12943,15.3
129987,15.8
96188,14.2
122802,14.8
257025,27.5
72636,18.0
162215,11.4
152772,12.5
179939,10.5
138399,39.5
249543,11.9
249020,24.5
122833,14.1
271412,52.4
124835,34.9
154566,13.1
121405,31.3
101455,14.9
233564,16.5
95316,15.2
270442,12.3
285998,17.8
228115,22.7
279862,33.6
255208,20.9
153190,18.3
48820,11.0
90531,10.3
287905,23.3
191101,18.4
39897,15.9
73248,15.3
248766,15.4
200685,28.0
298279,14.6
243019,26.3
269130,14.3
145566,59.2
275614,21.6
118424,25.0
249258,37.1
173346,9.26
63315,25.4
5999,14.1
174643,26.4
116852,34.1
17331,30.0
128684,20.3
64891,22.3
196107,46.9
173769,23.7
274108,22.6
227245,28.9
208172,40.4
35713,12.7
4228,36.6
37698,23.2
244638,10.1
222438,28.6
238809,37.6
46468,20.9
261438,13.6
276592,13.0
185358,44.0
563,17.3
248853,8.99
201854,19.5
41804,12.3
163383,22.5
241045,17.7
176690,59.5
199013,18.4
5049,19.8
18103,38.0
70368,21.0
194989,8.43
63755,24.4
62094,15.9
134245,12.6
57385,38.1
208497,30.1
36651,11.7
246980,14.5
10044,24.0
141843,41.0
85713,24.3
257327,24.7
74313,14.4
11925,17.8
167721,37.1
195473,40.7
235239,41.6
161993,18.5
299100,12.9
20223,43.6
148819,51.3
218001,37.2
289317,35.8
155603,11.1
79881,23.3
138943,23.7
141275,30.6
165333,22.7
282196,12.8
187953,15.1
183124,10.8
28917,11.1
226690,35.3
87274,13.9
121617,37.6
197338,22.0
63369,17.4
214425,26.2
128445,20.1
119307,23.2
164977,25.6
227653,34.0
232991,21.0
276122,14.0
246912,15.5
136884,7.95
262784,28.4
274631,20.7
207289,10.9
259926,21.8
241583,19.0
121328,42.0
288533,24.0
40594,20.2
154362,19.3
224020,29.7
56571,18.5
194299,29.0
1735,55.1
37040,9.98
114797,36.1
150880,9.17
6302,25.4
172342,29.9
35355,13.2
216781,28.3
80593,19.1
175468,9.61
278023,13.7
256468,13.2
66059,28.4
78155,14.4
280307,21.8
231867,19.7
285593,21.8
33445,19.6
237449,13.1
264094,18.5
17565,14.6
250594,26.3
60260,28.4
82893,24.9
176177,15.2
80047,29.5
4352,22.6
188351,16.4
13738,33.8
40621,23.0
30435,13.7
251811,39.2
156429,22.7
260946,10.9
184191,18.8
289703,15.8
280898,10.3
294496,16.9
171805,16.5
79155,25.1
284083,12.1
258620,20.8
73505,25.0
215062,37.6
296681,17.3
270522,16.3
289218,20.6
53524,16.8
86498,15.2
255537,13.9
227888,33.7
276977,28.3
13878,27.7
95816,22.2
189092,19.0
78909,22.8
207782,22.7
281807,24.8
228906,18.4
57438,40.0
6779,23.8
170641,35.7
51653,18.4
122973,32.0
95801,21.5
256126,12.8
143152,24.9
11722,18.4
251048,22.2
73604,31.8
256341,14.4
184745,17.3
203288,26.7
159363,27.6
7067,14.2
76909,14.5
170054,20.7
286970,23.1
289696,15.4
242334,19.7
45948,12.0
249740,19.1
105367,22.1
65445,34.2
233943,37.8
219998,30.1
281897,12.2
1672,51.5
2279,43.1
184441,31.3
214873,24.5
133839,16.9
26113,19.2
45517,25.2
198660,12.6
125474,28.0
37923,17.7
42621,29.5
287410,11.9
13020,18.6
205339,35.3
171985,20.3
100990,32.9
250189,16.0
120540,38.0
153733,9.12
104160,32.0
49114,12.4
233536,38.7
65864,24.5
180655,17.1
146413,28.5
242420,32.6
261890,36.4
165881,13.9
126484,27.6
205132,28.0
161221,19.7
184583,24.4
50395,31.9
264632,19.4
145495,56.9
11089,9.48
114553,41.8
106630,24.1
221337,21.9
150766,33.2
205357,32.1
14009,22.4
233466,21.6
143208,14.9
61659,25.7
28450,11.9
40650,26.1
246251,19.7
298991,14.1
268358,25.8
174278,17.7
54127,27.6
278277,16.7
38552,28.6
149194,63.0
43030,19.2
295823,16.3
152069,15.4
13093,11.3
274579,19.9
159126,13.0
233196,26.2
234868,20.9
79779,38.5
57404,21.5
234699,20.0
265538,19.9
161026,43.4
64629,27.5
187775,29.5
287575,9.34
106434,26.2
18749,56.6
226295,20.9
226456,13.9
14997,21.7
27226,15.1
140949,18.9
173043,20.4
259137,14.6
255883,8.65
180578,20.9
195167,61.3
36799,20.3
582,16.7
193319,19.1
77773,19.5
60386,14.1
205744,14.3
250582,25.3
253088,12.6
35100,18.5
153930,15.9
220749,31.9
114562,11.3
131437,39.3
251915,9.46
279420,15.7
217628,29.6
102480,31.3
123331,20.7
20744,53.5
